title,pdf_url,excel_url,source,year
lmwshrt_lqtsdy_lrb_lthny_2017.xlsx,,https://www.stats.gov.sa/documents/20117/2435265/lmwshrt_lqtsdy_lrb_lthny_2017.xlsx/6e29372d-8da1-afd9-0d73-9de4cb356999?t=1735137760098,Saudi Statistics,2017
economic_indicators_1rd_quarter_2017.xlsx,,https://www.stats.gov.sa/documents/20117/2435265/economic_indicators_1rd_quarter_2017.xlsx/49db06a5-65a3-98c4-e14d-6802d5c986f2?t=1735137179804,Saudi Statistics,2017
economic_indicators_q4_2017ar.pdf,https://www.stats.gov.sa/documents/20117/2435265/economic_indicators_q4_2017ar.pdf/ff833c08-53c7-605f-87a2-f15a3e000b57?t=1735137885059,,Saudi Statistics,2017
economic_indicators_q4_2017.xlsx,,https://www.stats.gov.sa/documents/20117/2435265/economic_indicators_q4_2017.xlsx/37add91d-26ce-0298-28df-099dbc9d9237?t=1735137898491,Saudi Statistics,2017
economic_indicators_1st_quarter_2016.xlsx,,https://www.stats.gov.sa/documents/20117/2435265/economic_indicators_1st_quarter_2016.xlsx/20094bae-2fec-d037-58b7-117981b82a50?t=1735137136758,Saudi Statistics,2016
economic_indicators_3rd_quarter_2016.xlsx,,https://www.stats.gov.sa/documents/20117/2435265/economic_indicators_3rd_quarter_2016.xlsx/d3b2cc9f-af62-3e4d-5083-4672ebfb049b?t=1735137239841,Saudi Statistics,2016
economic_indicators_2st_quarter_2016.xlsx,,https://www.stats.gov.sa/documents/20117/2435265/economic_indicators_2st_quarter_2016.xlsx/81c55e9e-a797-c855-3f65-3654948865e4?t=1735137573374,Saudi Statistics,2016
economic_indicators_4rd_quarter_2016.xlsx,,https://www.stats.gov.sa/documents/20117/2435265/economic_indicators_4rd_quarter_2016.xlsx/5c21ee6c-039c-9b63-aa62-fa06630712a6?t=1735137834998,Saudi Statistics,2016
CCI+Mar+2026-AR+%282%29.pdf,https://www.stats.gov.sa/documents/20117/2435267/CCI+Mar+2026-AR+%282%29.pdf/66f80d51-d377-7e4f-7853-3422278a8067?t=1776836873665,,Saudi Statistics,2026
CCI+Mar+2026-AR-EN+%283%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CCI+Mar+2026-AR-EN+%283%29.xlsx/f87e000b-d917-3fb2-cf5b-7e91863cb805?t=1776836889028,Saudi Statistics,2026
CCI+Feb+2026-AR+%281%29.pdf,https://www.stats.gov.sa/documents/20117/2435267/CCI+Feb+2026-AR+%281%29.pdf/7e38217a-870e-8eb6-7d02-e0c92b45dd7f?t=1774013921664,,Saudi Statistics,2026
CCI+Feb+2026-AR-EN+%282%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CCI+Feb+2026-AR-EN+%282%29.xlsx/3528374b-709a-c737-ee43-ee34c52848ce?t=1774013959384,Saudi Statistics,2026
CCI+Jan+2026-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CCI+Jan+2026-AR.pdf/ac385261-1b8e-471b-9c7a-68b16e39d9a5?t=1771693894707,,Saudi Statistics,2026
CCI+Jan+2026-AR-EN.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CCI+Jan+2026-AR-EN.xlsx/15cca4e9-ad1a-eb34-8fe6-8cf863bef828?t=1771693915301,Saudi Statistics,2026
CCI+Dec+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CCI+Dec+2025-AR.pdf/a1732a0b-0256-3cc1-55d3-48224296497a?t=1769057879115,,Saudi Statistics,2025
CCI+Dec+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CCI+Dec+2025-AR-EN+%281%29.xlsx/e0c4a686-08e6-8661-d49c-950bdf85c472?t=1769057921321,Saudi Statistics,2025
CCI+Nov+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CCI+Nov+2025-AR.pdf/681a9106-a12e-3f0c-3823-5866fc848c60?t=1766378634246,,Saudi Statistics,2025
CCI+Nov+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CCI+Nov+2025-AR-EN+%281%29.xlsx/6ac8b055-ae2d-da7f-cd9a-c7f7eb077aee?t=1766378651920,Saudi Statistics,2025
CCI+Oct+2025+-+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CCI+Oct+2025+-+AR.pdf/729f393f-5b56-bd3e-73b2-b7e6d6e56877?t=1763878502239,,Saudi Statistics,2025
CCI+Oct+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CCI+Oct+2025-AR-EN+%281%29.xlsx/4b9d1880-68b8-f4b0-8d84-a1eba7a279c8?t=1763878526211,Saudi Statistics,2025
CCI+Sep+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CCI+Sep+2025-AR.pdf/8bfe003a-34ba-1f44-8f10-6c3bb39df20b?t=1761109931202,,Saudi Statistics,2025
CCI+Sep+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CCI+Sep+2025-AR-EN+%281%29.xlsx/4447cffb-752f-6a0f-fb79-3e3e71326165?t=1762318863070,Saudi Statistics,2025
CCI+Aug+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CCI+Aug+2025-AR.pdf/1c074e0f-f6f1-9847-5b48-b56f35e0c029?t=1758439049041,,Saudi Statistics,2025
CCI+Aug+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CCI+Aug+2025-AR-EN+%281%29.xlsx/410f4619-a858-74c1-89c0-ecd72db19b87?t=1758439060790,Saudi Statistics,2025
CCI+July+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CCI+July+2025-AR.pdf/b9a4dd79-6977-a37e-a44e-5a368065c90a?t=1755602625276,,Saudi Statistics,2025
CCI+July+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CCI+July+2025-AR-EN+%281%29.xlsx/cada73be-e3b4-c49c-572c-919543534ebe?t=1755602642040,Saudi Statistics,2025
CCI+Jun+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CCI+Jun+2025-AR.pdf/0ab50397-e71c-2f33-1db3-e5e0a2f00e42?t=1753167966817,,Saudi Statistics,2025
CCI+Jun+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CCI+Jun+2025-AR-EN+%281%29.xlsx/c7c6e812-1971-385d-b54d-26aff22431e2?t=1753167983894,Saudi Statistics,2025
Physical+Activity+Statistics+2025+AR+%281%29.pdf,https://www.stats.gov.sa/documents/20117/2435273/Physical+Activity+Statistics+2025+AR+%281%29.pdf/58204ab4-cbad-fd57-bdca-5a2eacef0da6?t=1761197402789,,Saudi Statistics,2025
Physical+Activity+Statistics+2025+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Physical+Activity+Statistics+2025+AR.xlsx/a1aa85b9-0a63-b208-ae37-2a5783bc3ec3?t=1761134740226,Saudi Statistics,2025
Physical+Activity+Statistics+Publication+2024+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Physical+Activity+Statistics+Publication+2024+AR.pdf/5c9194b5-e86f-a60f-eb00-f478b81344e6?t=1734054681513,,Saudi Statistics,2024
Physical+Activity+Statistics+Publication+2024+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Physical+Activity+Statistics+Publication+2024+AR.xlsx/4da34c4f-ce6e-f3e2-41a0-9fd54116667a?t=1734054698547,Saudi Statistics,2024
employment_and_wages_survey_2017_ar.pdf,https://www.stats.gov.sa/documents/20117/2435265/employment_and_wages_survey_2017_ar.pdf/81afc242-cd39-3909-7381-9f399e3d482b?t=1735073371755,,Saudi Statistics,2017
employment_and_wages_survey_2017_ar.xlsx,,https://www.stats.gov.sa/documents/20117/2435265/employment_and_wages_survey_2017_ar.xlsx/037413f0-7e57-f8dc-a18f-4273e9dcab75?t=1735073385697,Saudi Statistics,2017
CPI+Apr+2026-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Apr+2026-AR.pdf/875c170e-23b8-d966-dcff-b1fe10b92496?t=1778577130731,,Saudi Statistics,2026
CPI+Tables-Apr+2026-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Apr+2026-AR-EN+%281%29.xlsx/7da1f5dd-5f2b-e190-99f9-7b4d21293ed6?t=1778577157387,Saudi Statistics,2026
CPI+Mar+2026-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Mar+2026-AR.pdf/e03940b9-c570-c2f9-597b-aa29a4116770?t=1776149172431,,Saudi Statistics,2026
CPI+Tables-Mar+2026-AR-EN.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Mar+2026-AR-EN.xlsx/c82bfb54-7c7a-8f10-b739-cd5870f9f5c1?t=1776149248183,Saudi Statistics,2026
CPI+Feb+2026-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Feb+2026-AR.pdf/9af14163-fe2d-a323-eecc-7a1b27122bc2?t=1773476570126,,Saudi Statistics,2026
CPI+Tables-Feb+2026-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Feb+2026-AR-EN+%281%29.xlsx/239a9d5c-a963-7194-5e39-ce39f53dd31a?t=1773476597747,Saudi Statistics,2026
CPI+Jan+2026-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Jan+2026-AR.pdf/f53d7413-8c12-2580-28cf-d46e64fe1ee4?t=1770889662753,,Saudi Statistics,2026
CPI+Tables-Jan+2026-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Jan+2026-AR-EN+%281%29.xlsx/19d3a174-3665-ff3f-dee2-a2f9088b0fc6?t=1770889680620,Saudi Statistics,2026
Annual+Average+Consumer+Price+Index+2025+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/Annual+Average+Consumer+Price+Index+2025+AR.pdf/21cf65a5-6454-a28f-e98d-7ba4dd9c754a?t=1768822637413,,Saudi Statistics,2025
Tables+of+annual+average+Consumer+Price+Index+2025+AR_EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/Tables+of+annual+average+Consumer+Price+Index+2025+AR_EN+%281%29.xlsx/5a0e5cca-72d7-52d2-f0c2-a098f1d22ee3?t=1768822679676,Saudi Statistics,2025
CPI+Dec+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Dec+2025-AR.pdf/4ecb96f7-212d-849c-5896-3ac484aefd36?t=1768384736632,,Saudi Statistics,2025
CPI+Tables-Dec+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Dec+2025-AR-EN+%281%29.xlsx/3865df0c-cb89-b40a-b208-626578cd5fea?t=1768384779590,Saudi Statistics,2025
CPI+Nov+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Nov+2025-AR.pdf/cfc00f80-c8bb-4b3a-b26a-4609b1b1fb26?t=1765773566287,,Saudi Statistics,2025
CPI+Tables-Nov+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Nov+2025-AR-EN+%281%29.xlsx/4894812f-9999-6ea4-f66c-53f0527070a1?t=1765773591625,Saudi Statistics,2025
CPI+Oct+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Oct+2025-AR.pdf/bddce2d6-24b8-0605-2ab8-a3e930e67b5f?t=1762948274364,,Saudi Statistics,2025
CPI+Tables-Oct+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Oct+2025-AR-EN+%281%29.xlsx/7b167574-d059-f828-a395-f098d28f2e89?t=1762948321882,Saudi Statistics,2025
CPI+Sep+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Sep+2025-AR.pdf/ec43d0db-ccbc-1093-73cc-85ef79cfa24e?t=1760427845649,,Saudi Statistics,2025
CPI+Tables-Sep+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Sep+2025-AR-EN+%281%29.xlsx/8ac9c01c-eb5a-117b-22d7-be03d13de055?t=1760427868755,Saudi Statistics,2025
CPI+Aug+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/CPI+Aug+2025-AR.pdf/bc4e6ccf-d92a-2ffa-e778-5e414de211c3?t=1757916187680,,Saudi Statistics,2025
CPI+Tables-Aug+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Aug+2025-AR-EN+%281%29.xlsx/ae3c8240-2fac-049d-513e-bd76bea03d1f?t=1757849129902,Saudi Statistics,2025
CPI+Jul+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Jul+2025-AR.pdf/d8b2e0b7-ec02-7238-8dfd-ab9d1fd6f5e1?t=1754983129712,,Saudi Statistics,2025
CPI+Tables-Jul+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Jul+2025-AR-EN+%281%29.xlsx/8e57b717-e5a1-6765-c139-6433ea76ad49?t=1754983174650,Saudi Statistics,2025
CPI+Jun+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/CPI+Jun+2025-AR.pdf/418da292-674f-4525-0621-d05a3137f1db?t=1752493277680,,Saudi Statistics,2025
CPI+Tables-Jun+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Jun+2025-AR-EN+%281%29.xlsx/1b408a6c-6682-5b43-d3ee-f23fa008b0c9?t=1752493297550,Saudi Statistics,2025
CPI+May+2025-AR_0.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+May+2025-AR_0.pdf/52e32baf-897e-0fb1-9e29-dcf77f4baa2d?t=1749963301919,,Saudi Statistics,2025
CPI+Tables-May+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-May+2025-AR-EN+%281%29.xlsx/dd47f2dd-e1d9-8f2f-9d5e-0bfd3161fbc4?t=1749963331613,Saudi Statistics,2025
CPI+Apr+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Apr+2025-AR.pdf/6d4cbab1-37ed-1b8e-cac6-e3b40e207cdb?t=1747211727026,,Saudi Statistics,2025
CPI+Tables-Apr+2025-AR-EN-+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Apr+2025-AR-EN-+%281%29.xlsx/4dfb9713-4174-c647-2c8f-dfc7a3354747?t=1747211750977,Saudi Statistics,2025
CPI+Mar+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Mar+2025-AR.pdf/bdbb37cc-c0e2-b222-4aa5-275bc33c59b4?t=1744620538486,,Saudi Statistics,2025
CPI+Tables-Mar+2025-AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Mar+2025-AR.xlsx/fc5cc4e2-b485-f203-a40b-97d036c32fda?t=1744620562072,Saudi Statistics,2025
CPI+Feb+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Feb+2025-AR.pdf/3cf4ebf0-0ecc-a6cd-66dd-eddd332d1431?t=1742120915777,,Saudi Statistics,2025
CPI+Tables-Feb+2025-AR-EN-+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Feb+2025-AR-EN-+%281%29.xlsx/0030ba9a-00c5-7c71-5da5-359d2df8642c?t=1742120935382,Saudi Statistics,2025
CPI+Jan+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Jan+2025-AR.pdf/bbc095a8-9b34-d87d-7cd8-bba553c4317e?t=1739612522008,,Saudi Statistics,2025
CPI+Tables-Jan+2025-AR-EN-+%282%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Jan+2025-AR-EN-+%282%29.xlsx/3ff4e6e3-860b-ab17-2255-4687b6a718c8?t=1739951035870,Saudi Statistics,2025
CPI+Dec+2024-AR-1.pdf,https://www.stats.gov.sa/documents/20117/2435267/CPI+Dec+2024-AR-1.pdf/bc9791d7-c002-0b55-d036-ef6c33812406?t=1736850745650,,Saudi Statistics,2024
CPI+Tables-Dec+2024+-AR-EN+%282%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Dec+2024+-AR-EN+%282%29.xlsx/c7380660-9f84-7a48-e481-79b7b06cb0de?t=1736936138359,Saudi Statistics,2024
Annual+Average+Consumer+Price+Index+2024+AR_0_0.pdf,https://www.stats.gov.sa/documents/20117/2435267/Annual+Average+Consumer+Price+Index+2024+AR_0_0.pdf/7366d32a-e1da-56f1-edc8-c2031988139a?t=1736851846112,,Saudi Statistics,2024
Tables+of+annual+average+Consumer+Price+Index+2024+AR_EN_0+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/Tables+of+annual+average+Consumer+Price+Index+2024+AR_EN_0+%281%29.xlsx/c62b4cb7-da29-3c43-b8fe-c2f3e8743d88?t=1736851859358,Saudi Statistics,2024
CPI+Nov+2024-AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/CPI+Nov+2024-AR.pdf/2edba2e3-a923-e59f-f8e8-8aa9f25ff2b7?t=1734431444516,,Saudi Statistics,2024
CPI+Tables-Nov+2024-AR-EN.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/CPI+Tables-Nov+2024-AR-EN.xlsx/585cade7-2f9f-788c-8eec-6ae988d44744?t=1736674625318,Saudi Statistics,2024
Consumer+Confidence+index_cci_2025_AR.pdf,https://www.stats.gov.sa/documents/20117/2435273/Consumer+Confidence+index_cci_2025_AR.pdf/3701d7f2-373d-753d-79c2-bae8393c3b09?t=1776326600166,,Saudi Statistics,2025
CCI+2025+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/CCI+2025+%281%29.xlsx/a226da43-2dee-a91b-b105-66f2fa355dbe?t=1776326627849,Saudi Statistics,2025
ITR+Feb2026+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Feb2026+AR.pdf/8160f7ed-d38d-0958-6df5-27789a8ad348?t=1776920405455,,Saudi Statistics,2026
ITR+Feb2026+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Feb2026+%281%29.xlsx/d96ac971-6779-fd9a-3ea0-5776ec64042b?t=1776920428222,Saudi Statistics,2026
ITR+Jan+2026+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Jan+2026+AR.pdf/7236c5a7-26f5-40cd-2f28-82fece3f07dd?t=1774500122117,,Saudi Statistics,2026
ITR+Jan+2026+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Jan+2026+%281%29.xlsx/1f15bd79-0c82-1810-bdb4-a47cd6795745?t=1774499986589,Saudi Statistics,2026
ITR+Dec+2025+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Dec+2025+AR.pdf/23545c42-6f36-8589-470d-e826e94033a2?t=1772002014629,,Saudi Statistics,2025
ITR+Dec+2025.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Dec+2025.xlsx/a479ec58-3c5b-3fce-6586-67b5acd1d79c?t=1772002042089,Saudi Statistics,2025
ITR+Q4+-2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Q4+-2025-AR.pdf/bff52ea9-bfa2-8531-e53c-506133f137c0?t=1772002613318,,Saudi Statistics,2025
ITR+Q4+-2025.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Q4+-2025.xlsx/1fe2e70e-8c8b-632a-950f-80604bf6b25d?t=1772002653241,Saudi Statistics,2025
ITR+Nov2025+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Nov2025+AR.pdf/3087e457-0587-c414-5733-e9feac10dce0?t=1769319617077,,Saudi Statistics,2025
ITR+Nov2025+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Nov2025+%281%29.xlsx/522bf15b-29f3-f9f3-1418-2e67eae4d52f?t=1769319660222,Saudi Statistics,2025
ITR+Oct+2025+AR+%281%29.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Oct+2025+AR+%281%29.pdf/d48e2793-71d4-0a5b-e2f9-5f5a34833ee1?t=1766640536691,,Saudi Statistics,2025
ITR+Oct+-2025+AR-EN+%283%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Oct+-2025+AR-EN+%283%29.xlsx/a6c3d512-a37f-a754-fd93-dc6eb193f9cf?t=1766660411920,Saudi Statistics,2025
ITR+Sep2025+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Sep2025+AR.pdf/24198ed2-2f2d-6f0c-feaa-907580cbde57?t=1763982411053,,Saudi Statistics,2025
ITR+Sep2025.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Sep2025.xlsx/a25a5d97-9155-738a-13a4-8f151f72f63a?t=1763982429857,Saudi Statistics,2025
ITR+Q3-2025+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Q3-2025+AR.pdf/5d4636fe-3303-af76-077d-06230f72e382?t=1764047311676,,Saudi Statistics,2025
ITR+Q3-2025.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Q3-2025.xlsx/18ad3cff-db35-e68b-f743-1e6ee3f51caa?t=1764047323729,Saudi Statistics,2025
ITR+Aug+2025+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Aug+2025+AR.pdf/dfc4b36a-91d9-5103-a537-ca49cc072f4a?t=1761453531508,,Saudi Statistics,2025
ITR+Aug+2025+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Aug+2025+%281%29.xlsx/b89229dc-f98a-3cf4-9de1-355cda3b994c?t=1761453556149,Saudi Statistics,2025
ITR+Jul+2025+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Jul+2025+AR.pdf/d31e7e2e-baff-360e-a2c2-12d4363b8fd7?t=1758708483356,,Saudi Statistics,2025
ITR+Jul+2025+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Jul+2025+%281%29.xlsx/94247476-943b-e1d8-d01a-3f547135e6ff?t=1758708519800,Saudi Statistics,2025
ITR+Jun+2025+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Jun+2025+AR.pdf/be3b4980-916d-f29f-9c28-5df94a7d41a5?t=1756018366498,,Saudi Statistics,2025
ITR+Jun+2025+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Jun+2025+%281%29.xlsx/797f767d-8eb5-11e0-045f-939c65b44102?t=1756018394773,Saudi Statistics,2025
ITR+Q2+2025+AR+%282%29.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Q2+2025+AR+%282%29.pdf/07735644-0126-6ca1-d328-122bd634e4e8?t=1756364916731,,Saudi Statistics,2025
ITR+Q2+2025+%282%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Q2+2025+%282%29.xlsx/2a9de480-a8e8-9d1a-1d01-bcc429f4cb6e?t=1756304034349,Saudi Statistics,2025
ITR+MAY2025A.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+MAY2025A.pdf/c43d4be1-9840-ae6f-9dee-df78f34fcdfb?t=1753267902136,,Saudi Statistics,2025
ITR+May2025+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+May2025+%281%29.xlsx/29c35108-8f19-ae1f-b0b9-e4e786432c8f?t=1753267930914,Saudi Statistics,2025
ITR+APR2025A+%281%29.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+APR2025A+%281%29.pdf/5b1ab71b-a4ca-6588-e017-02359c3d2096?t=1750743177803,,Saudi Statistics,2025
ITR+April2025.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+April2025.xlsx/e2b1c039-3b27-79c0-4af1-93b9cb632c6b?t=1750672475213,Saudi Statistics,2025
ITR+Q12025A.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+Q12025A.pdf/300a66bc-8cf5-bcc7-249e-2a97c8c4b2ff?t=1747814827752,,Saudi Statistics,2025
ITR+Q12025+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+Q12025+%281%29.xlsx/7d802b54-bfc9-fb3c-2d20-bf53776c50d1?t=1747814867453,Saudi Statistics,2025
ITR+MAR2025A.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+MAR2025A.pdf/f627d161-c787-aef7-3fab-90ce603767a9?t=1747815167511,,Saudi Statistics,2025
ITR+MAR2025+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+MAR2025+%281%29.xlsx/b1c8dc02-0a8b-4503-3320-20b86cc2493e?t=1747815197279,Saudi Statistics,2025
ITR+2024A+%281%29.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+2024A+%281%29.pdf/bbac466a-81b2-5df5-7319-89bfa4408e53?t=1745992617660,,Saudi Statistics,2024
ITR+2024.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+2024.xlsx/0ba79c35-37a1-b0b9-bb2a-a3c9cb41e131?t=1745928752194,Saudi Statistics,2024
ITR+FEB2025A.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+FEB2025A.pdf/8e6109a5-3cc1-ec50-4279-1748f0b318d5?t=1745417485840,,Saudi Statistics,2025
ITR+FEB2025.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/ITR+FEB2025.xlsx/504ee0c5-123f-7a09-e6e7-b41e24df0502?t=1745417496491,Saudi Statistics,2025
ITR+JAN2025A.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+JAN2025A.pdf/3eda9574-f7e8-f760-e89f-383eae6bcfc3?t=1743057988246,,Saudi Statistics,2025
ITR+JAN2025+1.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+JAN2025+1.xlsx/5e50a6cb-b6ec-92ba-e80b-3bc3c94d5c15?t=1743058015043,Saudi Statistics,2025
ITR+DEC2024A_0+%281%29.pdf,https://www.stats.gov.sa/documents/20117/2435267/ITR+DEC2024A_0+%281%29.pdf/7d75580a-393e-af29-988d-0eef428d9126?t=1740398994033,,Saudi Statistics,2024
ITR+DEC2024+%282%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/ITR+DEC2024+%282%29.xlsx/46399b03-c19b-dbce-7f87-a63945a376ef?t=1740399020402,Saudi Statistics,2024
Household+Culture+and+Entertainment+Statistics+2025+AR.pdf,https://www.stats.gov.sa/documents/20117/2435273/Household+Culture+and+Entertainment+Statistics+2025+AR.pdf/37a7a573-1755-2b49-4bf6-739f28964b4e?t=1776073239430,,Saudi Statistics,2025
Household+Culture+and+Entertainment+Statistics+2025+-AR-EN.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Household+Culture+and+Entertainment+Statistics+2025+-AR-EN.xlsx/53c7c3df-896b-06af-c946-f46e64e6c1be?t=1776072889232,Saudi Statistics,2025
